OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,SalePrice,Cluster
5,1006,0,1006,1006,1,5,1959,1959,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,Y,WD,NORMAL,80000,0
4,924,1,672,672,1,5,1941,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,2FMCON,1.5FIN,GABLE,COMPSHG,NAN,TA,FA,BRKTIL,GD,TA,NO,BLQ,UNF,GRAV,FA,N,FUSEA,FA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,80000,0
5,1576,1,1042,1042,1,8,1928,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,FAMILY,149000,0
6,1298,2,1298,1298,2,5,1985,1985,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,CBLOCK,GD,TA,NO,GLQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,180000,0
7,1564,1,704,860,1,7,1941,1950,RL,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,FA,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,174500,0
7,1111,1,572,572,1,5,1926,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,116900,0
7,1482,2,650,832,1,7,1920,1988,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,TA,GD,PCONC,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,143000,0
6,932,1,932,932,1,4,1950,1950,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,EX,Y,FUSEA,GD,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,124000,0
5,1466,2,1466,1466,1,6,1959,1959,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,TA,Y,SBRKR,FA,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,149900,0
6,1811,2,1073,1811,1,6,1956,2004,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,ALQ,GLQ,GASA,EX,Y,SBRKR,EX,TYP,GD,ATTCHD,FIN,TA,TA,Y,WD,ABNORML,230000,0
6,816,1,816,816,1,5,1930,2007,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,GD,BRKTIL,TA,TA,AV,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,120500,0
7,1820,2,864,902,1,8,1965,1988,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,STONE,TA,TA,CBLOCK,TA,TA,GD,ALQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,GD,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,201800,0
5,1437,2,1437,1437,2,6,1976,2004,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,GD,CBLOCK,GD,TA,GD,ALQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,218000,0
5,1265,2,1219,1265,2,6,1965,1999,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,GD,PCONC,TA,TA,GD,ALQ,UNF,GASA,GD,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,179900,0
7,1314,2,1314,1314,2,6,2007,2008,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,230000,0
8,1580,3,1580,1580,2,7,2007,2008,RL,PAVE,REG,LVL,ALLPUB,FR2,GTL,FEEDR,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,CONLD,PARTIAL,235128,0
6,1876,2,901,943,2,8,1974,1974,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,GD,TA,Y,WD,NORMAL,185000,0
6,1456,2,855,855,2,7,1978,1978,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,ALQ,UNF,GASA,FA,Y,SBRKR,TA,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,146000,0
6,1640,2,1296,1640,1,7,1954,2006,RL,PAVE,IR1,LOW,ALLPUB,CULDSAC,GTL,POSN,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,CBLOCK,TA,TA,NO,BLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,224000,0
5,894,2,894,894,1,5,1968,1968,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,PO,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,129000,0
4,1258,2,1198,1258,0,6,1969,1969,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,FEEDR,NORM,DUPLEX,SFOYER,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,AV,GLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,CARPORT,UNF,FA,TA,Y,WD,ALLOCA,108959,0
5,1432,2,1360,1432,1,5,1978,1978,RL,PAVE,IR1,LVL,ALLPUB,FR2,GTL,FEEDR,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,GD,ALQ,REC,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,194000,0
7,1502,2,1502,1502,2,7,2009,2009,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,233170,0
8,1694,3,1694,1694,2,7,2008,2008,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,245350,0
6,1671,2,959,959,2,7,2000,2000,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,RRAN,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,173000,0
6,2108,2,1127,1236,2,7,1935,1986,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,BASMENT,UNF,TA,TA,Y,WD,NORMAL,235000,0
10,3627,3,1930,1831,3,10,1995,1996,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,BRKFACE,GD,GD,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,625000,0
6,1118,1,1096,1118,1,6,1977,1977,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,PO,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,171000,0
6,1261,2,1261,1261,1,6,1958,1958,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,163000,0
7,1250,2,625,625,2,5,2006,2007,FV,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHSE,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,FIN,TA,TA,Y,WD,NORMAL,171900,0
5,3086,0,1598,1636,3,12,1946,1994,RL,PAVE,IR1,BNK,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,BLQ,GASA,TA,Y,SBRKR,EX,MAJ1,GD,NAN,NAN,NAN,NAN,Y,WD,NORMAL,200500,0
6,2345,2,952,1170,2,9,1932,1950,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,GD,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,239000,0
8,2872,2,1683,2129,2,9,1992,2000,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,HIP,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,285000,0
5,923,1,876,923,1,5,1984,1985,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,119500,0
6,1224,1,818,818,1,5,1926,2004,RM,PAVE,REG,BNK,ALLPUB,INSIDE,GTL,ARTERY,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,N,WD,NORMAL,115000,0
5,1343,1,731,820,1,7,1921,1950,RL,PAVE,IR1,LVL,ALLPUB,FR2,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,FA,TA,Y,WD,NORMAL,154900,0
5,1124,0,0,1124,1,5,1954,1954,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,GD,Y,SBRKR,TA,MIN2,GD,NAN,NAN,NAN,NAN,N,WD,NORMAL,93000,0
7,2514,2,1216,1298,2,8,1990,1991,RL,PAVE,IR2,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,WOOD,GD,TA,NO,LWQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,250000,0
8,1652,2,1600,1652,2,5,2008,2008,RM,PAVE,IR1,HLS,ALLPUB,INSIDE,MOD,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,STONE,EX,TA,PCONC,EX,TA,GD,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,FIN,TA,TA,Y,NEW,PARTIAL,392500,0
10,4476,3,2396,2411,3,10,1996,1996,RL,PAVE,IR1,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,HIP,COMPSHG,NAN,GD,TA,PCONC,EX,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,EX,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,ABNORML,745000,0
5,1130,2,1120,1130,1,5,1920,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,REC,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,WD,NORMAL,120000,0
5,1572,3,1572,1572,1,5,1963,1963,RL,GRVL,REG,LVL,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,GD,REC,UNF,GASA,GD,Y,SBRKR,TA,TYP,TA,2TYPES,RFN,TA,TA,Y,WD,NORMAL,186700,0
5,1221,1,784,949,1,7,1924,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,GD,BRKTIL,TA,TA,NO,BLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,104900,0
3,1699,2,978,1014,2,7,1900,1970,RL,PAVE,IR1,BNK,ALLPUB,CORNER,MOD,ARTERY,ARTERY,2FMCON,2STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,FA,TA,MN,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,CARPORT,UNF,FA,FA,Y,WD,ABNORML,95000,0
8,1624,3,1624,1624,2,5,1994,1995,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,FA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,262000,0
7,1660,2,831,831,2,7,2002,2002,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,195000,0
7,1804,2,994,1028,2,7,1999,1999,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,189000,0
4,1622,4,1249,1622,1,7,1961,1975,RL,PAVE,REG,LOW,ALLPUB,INSIDE,MOD,NORM,NORM,2FMCON,1STORY,GABLE,COMPSHG,STONE,TA,GD,CBLOCK,TA,TA,AV,BLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,TA,2TYPES,FIN,TA,TA,Y,WD,NORMAL,168000,0
8,1441,2,776,764,2,5,1999,2000,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,TWNHS,2STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,174000,0
5,1472,1,702,842,1,6,1925,1994,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GAMBREL,COMPSHG,NAN,TA,TA,PCONC,TA,TA,MN,UNF,UNF,GASA,GD,Y,SBRKR,GD,TYP,NAN,DETCHD,UNF,TA,FA,P,WD,NORMAL,125000,0
6,1224,2,1224,1224,2,5,1999,1999,RM,PAVE,REG,LVL,ALLPUB,FR2,GTL,NORM,NORM,TWNHSE,1STORY,HIP,COMPSHG,BRKFACE,TA,TA,PCONC,EX,TA,NO,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,165000,0
6,1352,1,663,663,1,7,1969,1969,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,STONE,TA,TA,CBLOCK,TA,TA,NO,ALQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,158000,0
6,1456,2,728,728,2,8,2005,2005,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,FIN,TA,TA,Y,WD,NORMAL,176000,0
7,1863,3,879,879,2,9,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,BUILTIN,FIN,TA,TA,Y,NEW,PARTIAL,219210,0
7,1690,1,815,815,1,7,1916,1950,RM,PAVE,IR1,BNK,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2.5UNF,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,GD,DETCHD,UNF,TA,TA,Y,CONLW,NORMAL,144000,0
7,1212,2,1212,1212,2,6,2001,2001,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,178000,0
4,1382,2,1051,1382,1,6,1963,1979,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,GD,Y,SBRKR,TA,TYP,PO,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,148000,0
4,864,1,864,864,1,5,1970,1970,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,UNF,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,OTH,ABNORML,116050,0
7,1779,2,866,866,2,6,1998,1998,RL,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,TA,TA,PCONC,GD,TA,AV,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,197900,0
5,1348,1,884,884,1,5,1925,1997,RM,PAVE,REG,LVL,ALLPUB,CORNER,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,BRKTIL,TA,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,TA,TYP,FA,DETCHD,UNF,TA,TA,N,WD,NORMAL,117000,0
7,1630,2,1630,1630,2,6,2000,2001,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,213000,0
5,1074,2,1056,1074,1,6,1975,1975,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,GD,TA,NO,ALQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,153500,0
7,2196,3,2158,2196,2,7,1990,1991,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,BRKFACE,GD,TA,CBLOCK,GD,TA,MN,ALQ,BLQ,GASA,GD,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,271900,0
4,1056,1,1056,1056,1,5,1966,1966,RH,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,107000,0
6,1700,2,1682,1700,2,7,2003,2003,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,BRKFACE,GD,TA,PCONC,GD,TA,AV,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,200000,0
5,1283,2,931,1283,1,6,1962,1980,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,TA,TA,NO,REC,BLQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,UNF,TA,TA,Y,WD,NORMAL,140000,0
8,1660,2,1660,1660,2,8,2006,2006,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,RRNN,NORM,1FAM,1STORY,HIP,COMPSHG,STONE,GD,TA,PCONC,EX,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,GD,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,290000,0
6,1845,2,1055,1055,2,8,1992,1992,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,2STORY,GABLE,COMPSHG,NAN,GD,TA,PCONC,GD,TA,NO,UNF,UNF,GASA,EX,Y,SBRKR,GD,TYP,TA,ATTCHD,RFN,TA,TA,Y,WD,NORMAL,189000,0
8,1752,2,559,1080,2,8,1988,2005,RL,PAVE,IR1,BNK,ALLPUB,INSIDE,MOD,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,GD,TA,WOOD,GD,TA,AV,GLQ,UNF,GASA,GD,Y,SBRKR,TA,TYP,NAN,BASMENT,RFN,TA,TA,Y,WD,NORMAL,164000,0
4,672,1,672,672,1,4,1941,1950,RL,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,HIP,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,N,WD,NORMAL,113000,0
4,960,1,648,960,0,3,1965,2001,RL,PAVE,IR1,LVL,ALLPUB,CULDSAC,GTL,NORM,NORM,1FAM,SLVL,GABLE,COMPSHG,NAN,TA,GD,CBLOCK,TA,GD,AV,GLQ,UNF,GASA,EX,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,145000,0
5,999,1,925,999,1,6,1962,1962,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,SFOYER,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,AV,BLQ,UNF,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,134500,0
5,894,1,894,894,1,5,1966,1966,RL,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,NAN,TA,TA,CBLOCK,TA,TA,NO,REC,LWQ,GASA,TA,Y,SBRKR,TA,TYP,NAN,DETCHD,RFN,TA,TA,Y,WD,NORMAL,125000,0
6,1902,2,0,1318,2,8,1978,1978,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,RRAE,NORM,DUPLEX,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,TA,Y,SBRKR,TA,TYP,NAN,ATTCHD,UNF,TA,TA,Y,WD,NORMAL,112000,0
8,1314,2,1300,1314,2,6,2009,2009,FV,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1STORY,GABLE,COMPSHG,STONE,GD,TA,PCONC,GD,TA,MN,GLQ,UNF,GASA,EX,Y,SBRKR,GD,TYP,NAN,ATTCHD,RFN,TA,TA,Y,NEW,PARTIAL,229456,0
4,912,0,0,672,1,3,1947,1950,RM,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,NORM,NORM,1FAM,1.5FIN,GABLE,COMPSHG,NAN,TA,TA,SLAB,NAN,NAN,NAN,NAN,NAN,GASA,GD,N,SBRKR,TA,TYP,NAN,NAN,NAN,NAN,NAN,N,WD,NORMAL,80500,0
